sample_idx,true_label,pred_T1,variance_T1,pred_T2,variance_T2,pred_T3,variance_T3,pred_T5,variance_T5,pred_T8,variance_T8,pred_T13,variance_T13,pred_T21,variance_T21
223,open,open,,open,6.4e-05,open,0.000131,open,3.8e-05,open,0.001073,open,0.002569,open,0.012176
224,open,open,,open,0.000387,open,0.000289,open,0.001454,open,0.000503,open,0.003416,open,0.003077
225,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
226,open,sparse,,sparse,0.005893,sparse,0.500142,sparse,0.114308,sparse,0.216857,sparse,0.157529,sparse,0.034629
227,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
228,open,sparse,,sparse,1.1e-05,sparse,0.0,sparse,1e-06,sparse,1.3e-05,sparse,1e-06,sparse,1e-06
229,open,open,,open,0.000295,open,0.001128,open,0.00542,open,0.004836,open,0.186378,open,0.052949
230,open,sparse,,sparse,0.0,sparse,1e-05,sparse,0.000156,sparse,0.000214,sparse,0.000558,sparse,1.1e-05
231,open,open,,open,0.0,open,1.2e-05,open,0.0,open,2e-06,open,1e-06,open,3e-06
232,open,sparse,,sparse,9e-05,sparse,0.034938,sparse,0.001315,sparse,0.033626,sparse,0.04773,sparse,0.03835
233,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
234,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
235,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
236,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
237,open,open,,open,9e-06,open,5e-06,open,2e-05,open,0.0,open,0.0,open,2e-06
238,open,open,,open,0.0,open,1e-06,open,0.0,open,0.0,open,2e-06,open,1e-06
239,open,open,,open,0.0,open,0.000133,open,0.001155,open,0.000883,open,0.000245,open,0.004034
240,open,open,,open,0.040705,open,0.730856,open,0.254637,open,0.207514,open,0.229843,open,0.125098
241,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
242,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
243,open,sparse,,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0
244,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
245,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
246,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
247,open,open,,open,1e-06,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
248,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
249,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
250,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
251,open,open,,open,1e-06,open,3e-06,open,0.0,open,1e-06,open,0.0,open,0.0
252,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
253,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
254,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
255,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
256,open,open,,open,1.1e-05,open,1.7e-05,open,2e-06,open,3.5e-05,open,0.000309,open,8e-06
257,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
258,open,open,,open,0.000183,open,0.077713,open,0.018619,open,0.133576,open,0.020846,open,0.015732
259,open,open,,open,0.005062,open,0.082876,open,0.150226,open,0.326505,open,0.260774,open,0.200394
260,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
261,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
262,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
263,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
264,open,open,,open,2e-06,open,2e-06,open,6.6e-05,open,2e-06,open,1.2e-05,open,6.6e-05
265,open,open,,open,0.002739,open,0.421814,open,0.280692,open,0.268912,sparse,0.231351,open,0.168075
266,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
267,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
268,open,open,,open,0.0,open,0.0,open,3e-06,open,0.0,open,0.0,open,0.0
269,open,open,,open,1.6e-05,open,0.0,open,1.7e-05,open,1.5e-05,open,0.0,open,5e-06
270,open,open,,open,1e-06,open,1.3e-05,open,6.7e-05,open,0.001087,open,4.1e-05,open,9.7e-05
271,open,open,,open,0.0,open,0.0,open,1.2e-05,open,3e-06,open,1e-06,open,2e-06
272,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
273,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
274,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
275,open,open,,open,0.0,open,0.0,open,1e-06,open,0.0,open,0.0,open,0.0
276,open,sparse,,sparse,0.001096,sparse,0.001014,sparse,0.008044,sparse,0.008285,sparse,0.067933,sparse,0.007379
277,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
278,open,sparse,,sparse,0.000172,sparse,0.006715,sparse,0.000502,sparse,0.007007,sparse,0.017781,sparse,0.010426
279,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
280,open,open,,open,2e-06,open,0.0,open,0.000667,open,0.000728,open,3e-06,open,6e-06
281,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
282,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
283,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
284,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
285,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
286,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
287,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
288,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
289,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
290,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
291,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
292,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
293,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,2e-06,open,0.0
294,open,open,,open,1e-06,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
295,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
296,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,2e-06
297,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
298,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
299,open,open,,open,0.0,open,1e-06,open,0.0,open,1e-06,open,0.0,open,0.0
300,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
301,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
302,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
303,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
304,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
305,open,sparse_leafless,,open,0.072772,open,0.504795,open,0.187648,open,0.057553,open,0.444444,open,0.252571
306,open,open,,open,0.016364,open,0.122055,open,0.248827,open,0.298715,open,0.029295,open,0.066847
307,open,open,,open,0.001754,open,0.000711,open,0.041979,open,0.0435,open,0.004247,open,0.060508
308,open,sparse,,open,0.195273,sparse,0.630111,open,0.173292,open,0.156406,open,0.095946,open,0.235568
309,open,open,,open,0.011651,open,0.037554,open,0.020378,open,0.037122,open,0.07681,open,0.094487
310,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
311,open,open,,open,0.067606,sparse,0.307514,sparse,0.336494,sparse,0.376068,sparse,0.253681,sparse,0.296982
312,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
313,open,open,,open,1e-06,open,2e-06,open,1e-06,open,0.0,open,0.0,open,1e-06
314,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,1e-06
315,open,open,,open,7.1e-05,open,0.0,open,1e-06,open,1.4e-05,open,3e-05,open,0.000441
316,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,1e-06,open,1e-06
317,open,open,,open,0.0,open,2e-06,open,0.0,open,4.6e-05,open,0.0,open,5e-06
318,open,open,,open,0.000325,open,0.000499,open,0.000283,open,0.000475,open,0.001432,open,0.004169
319,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
320,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,1e-06,open,0.0
321,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
322,open,open,,open,0.0,open,8e-06,open,1.3e-05,open,0.0,open,9.3e-05,open,8e-06
323,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
324,open,open,,open,0.003232,open,0.759295,open,0.534784,open,0.254572,open,0.101694,open,0.251934
325,open,open,,open,0.000784,open,0.000221,open,0.004206,open,4.2e-05,open,0.025245,open,0.004914
326,open,open,,open,0.0,open,1e-06,open,1e-06,open,9e-06,open,1.2e-05,open,7e-06
327,open,open,,open,4.3e-05,open,2e-06,open,1.1e-05,open,5.3e-05,open,9e-06,open,6.9e-05
328,open,open,,open,0.0,open,0.0,open,1e-06,open,1e-06,open,0.0,open,0.0
329,open,open,,open,2e-06,open,2.1e-05,open,0.000145,open,3e-06,open,1e-06,open,2e-06
330,open,open,,open,5.4e-05,open,0.001756,open,0.000358,open,0.000268,open,0.012666,open,0.014745
331,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
332,open,open,,open,0.0,open,1e-06,open,9e-06,open,0.0,open,9e-06,open,0.0
333,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
334,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
335,open,open,,open,0.014805,open,0.551685,open,0.073539,open,0.348768,open,0.270315,open,0.201278
336,open,open,,open,2.5e-05,open,0.009264,open,0.000584,open,0.037552,open,0.000998,open,0.012066
337,open,open,,open,4e-06,open,5.2e-05,open,0.004598,open,2.5e-05,open,6.9e-05,open,2.1e-05
338,open,open,,open,3e-06,open,1.5e-05,open,0.0,open,1e-06,open,1e-06,open,3e-06
339,open,open,,open,0.0,open,1.3e-05,open,0.0,open,1.6e-05,open,1e-06,open,0.0
340,open,open,,open,2e-06,open,4.9e-05,open,0.000959,open,0.000453,open,2.3e-05,open,3.1e-05
341,open,sparse,,open,0.002431,open,0.746548,sparse,0.232777,open,0.538922,open,0.304809,open,0.209126
342,open,open_leafless,,open_leafless,3.4e-05,open_leafless,0.000146,open_leafless,0.008776,open_leafless,0.003328,open_leafless,0.000536,open_leafless,0.000882
343,open,open,,open,0.0,open,0.0,open,1e-06,open,1e-06,open,1e-05,open,3e-06
344,open,open_leafless,,open,0.012407,open,0.187589,open,0.406684,open,0.216096,open,0.354847,open,0.230317
345,open,open_leafless,,open_leafless,0.030842,open_leafless,0.037285,open_leafless,0.60117,open_leafless,0.017546,open_leafless,0.234147,open_leafless,0.270777
346,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
347,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
348,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
349,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
350,open,open,,open,1e-06,open,0.000212,open,1.7e-05,open,0.000269,open,4.6e-05,open,0.000461
351,open,open,,open,0.002103,open,6.4e-05,open,4.2e-05,open,0.005586,open,0.00792,open,0.012824
352,open,sparse,,open,0.004796,open,0.219399,open,0.296753,open,0.34371,open,0.297856,open,0.190057
353,open,open_leafless,,open_leafless,0.000935,open_leafless,0.008401,open_leafless,0.007638,open_leafless,0.00227,open_leafless,0.091715,open_leafless,0.031846
354,open,open_leafless,,open_leafless,2e-06,open_leafless,2.9e-05,open_leafless,1.5e-05,open_leafless,3e-06,open_leafless,0.000333,open_leafless,6.8e-05
355,open,open,,open,0.0,open,0.0,open,2e-06,open,5e-06,open,6e-05,open,3e-06
356,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
357,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,1e-06
358,open,open,,open,0.0,open,0.0,open,4e-06,open,2e-06,open,1e-06,open,1e-06
359,open,open,,open,0.0,open,2e-06,open,1e-06,open,8e-06,open,0.000282,open,3.6e-05
360,open,sparse,,sparse,2e-06,sparse,1e-06,sparse,6.9e-05,sparse,1.3e-05,sparse,5e-05,sparse,0.000289
361,open,sparse,,sparse,0.004327,sparse,0.173652,sparse,0.009657,sparse,0.077266,sparse,0.047847,sparse,0.178191
362,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,4e-06
363,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
364,open,open,,open,0.002119,open,0.001331,open,0.00089,open,1.1e-05,open,0.233599,open,0.065475
365,open,open,,open,0.000143,open,0.155951,open,0.000304,open,0.003945,open,0.054658,open,0.003519
366,open,open,,open,1.3e-05,open,0.0,open,0.001849,open,0.000176,open,4e-06,open,1e-06
367,open,sparse,,open,0.028556,sparse,0.767743,sparse,0.179203,sparse,0.111419,open,0.362905,open,0.355968
368,open,sparse,,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0
369,open,open,,open,8e-06,open,0.000144,open,0.000685,open,0.029144,open,0.027112,open,0.128121
370,open,open,,open,0.000249,open,0.003947,open,0.000749,open,0.000756,open,0.003326,open,0.002486
371,open,open,,open,1e-06,open,4.2e-05,open,1e-06,open,4.6e-05,open,9e-06,open,3e-06
372,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
373,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
374,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
375,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
376,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,1e-06
377,open,open,,open,2.7e-05,open,9e-06,open,3.1e-05,open,0.000246,open,0.000295,open,1.4e-05
378,open,sparse,,sparse,0.004415,sparse,0.165937,sparse,0.314104,sparse,0.059289,sparse,0.047175,sparse,0.035957
379,open,open,,open,0.00058,open,0.014853,open,0.073761,open,0.071158,open,0.010588,open,0.140201
380,open,sparse,,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0
381,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
382,open,sparse,,sparse,0.010869,sparse,0.460305,sparse,0.006323,sparse,0.157464,sparse,0.103927,sparse,0.113941
383,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
384,open,open,,open,0.0,open,0.0,open,0.0,open,1e-06,open,0.0,open,0.0
385,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
386,open,open,,open,4e-06,open,0.004217,open,0.000892,open,0.000182,open,0.050299,open,0.003462
387,open,sparse,,sparse,0.012358,sparse,0.008364,sparse,0.022791,sparse,0.099957,sparse,0.042495,sparse,0.149987
388,open,open,,open,0.000214,open,2.9e-05,open,0.000565,open,0.001366,open,0.000369,open,0.000537
389,open,open,,open,8e-06,open,0.0,open,1e-06,open,0.0,open,1e-06,open,1e-06
390,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
391,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,2.3e-05,open,1e-06
392,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
393,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
394,open,open,,open,1e-06,open,0.0,open,1e-05,open,0.0,open,1e-06,open,1e-06
395,open,open,,open,0.012015,open,0.020295,open,0.019688,open,0.034628,open,0.034437,open,0.029859
396,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
397,open,open,,open,0.004495,open,8e-06,open,6e-05,open,8.6e-05,open,0.000321,open,0.00049
398,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
399,open,sparse,,sparse,0.004761,sparse,1.0,sparse,0.172834,sparse,0.43064,sparse,0.247894,sparse,0.183181
400,open,open,,open,9e-06,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
401,open,open,,open,2.7e-05,open,0.0,open,0.0,open,3e-06,open,2.9e-05,open,6e-06
402,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,1e-06
403,open,open,,open,0.000389,open,0.000352,open,0.00014,open,0.000756,open,0.000204,open,0.003358
404,open,sparse,,open,0.14571,open,0.626435,open,0.472543,open,0.113208,open,0.260566,open,0.237361
405,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
406,open,open,,open,0.431293,open,0.017331,open,0.045536,open,0.070547,open,0.033655,open,0.008711
407,open,open,,open,0.0,open,5.1e-05,open,0.019626,open,0.000512,open,0.001095,open,0.000288
408,open,sparse,,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0
409,open,open,,open,1e-06,open,4e-05,open,0.000205,open,5.8e-05,open,0.000315,open,0.000108
410,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
411,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
412,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
413,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
414,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
415,open,sparse,,sparse,0.001526,sparse,0.025323,sparse,0.092919,sparse,0.114416,sparse,0.2064,sparse,0.069264
416,open,sparse,,sparse,2.8e-05,sparse,1.3e-05,sparse,5e-06,sparse,5.4e-05,sparse,4.1e-05,sparse,0.000226
417,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,1e-06,open_leafless,2e-06,open_leafless,8e-06
418,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
419,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,5e-06,open_leafless,4e-06,open_leafless,3e-06,open_leafless,1e-06
420,open_leafless,open_leafless,,open_leafless,2.6e-05,open_leafless,0.035462,open_leafless,0.000204,open_leafless,0.014791,open_leafless,0.017208,open_leafless,0.03115
421,open_leafless,open_leafless,,open_leafless,0.002046,open_leafless,0.183716,open_leafless,0.008832,open_leafless,0.029324,open_leafless,0.031807,open_leafless,0.029864
422,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,2e-06
423,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,4e-06,open_leafless,1.1e-05,open_leafless,1e-06,open_leafless,5e-05,open_leafless,6e-06
424,open_leafless,sparse_leafless,,sparse_leafless,0.008934,sparse_leafless,0.409125,sparse_leafless,0.077576,sparse_leafless,0.214495,sparse_leafless,0.191818,sparse_leafless,0.219316
425,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,7e-06,open_leafless,0.002556,open_leafless,3e-06,open_leafless,6e-06,open_leafless,3e-06
426,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,1.5e-05,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
427,open_leafless,open_leafless,,open_leafless,0.000226,open_leafless,0.006303,open_leafless,0.00879,open_leafless,0.004783,open_leafless,0.069942,open_leafless,0.024052
428,open_leafless,open_leafless,,open_leafless,1e-06,open_leafless,7.8e-05,open_leafless,8.1e-05,open_leafless,0.011135,open_leafless,0.000895,open_leafless,0.000785
429,open_leafless,open_leafless,,open_leafless,5e-06,open_leafless,8e-06,open_leafless,4e-06,open_leafless,4.2e-05,open_leafless,5.7e-05,open_leafless,0.000138
430,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.000642,open_leafless,0.000442,open_leafless,0.000202,open_leafless,4e-06,open_leafless,3.1e-05
431,open_leafless,open_leafless,,open_leafless,0.000636,open_leafless,0.0,open_leafless,0.000297,open_leafless,0.000474,open_leafless,0.003974,open_leafless,0.001439
432,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
433,open_leafless,open_leafless,,open_leafless,1e-06,open_leafless,1e-05,open_leafless,0.001802,open_leafless,8.8e-05,open_leafless,0.00118,open_leafless,0.0045
434,open_leafless,open_leafless,,open_leafless,0.000281,open_leafless,0.00072,open_leafless,0.002596,open_leafless,0.00028,open_leafless,0.003105,open_leafless,0.001001
435,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
436,open_leafless,open_leafless,,open_leafless,2e-06,open_leafless,0.000192,open_leafless,0.000212,open_leafless,2.7e-05,open_leafless,0.000269,open_leafless,0.014598
437,open_leafless,sparse_leafless,,open_leafless,0.154809,sparse_leafless,0.489983,sparse_leafless,0.25671,open_leafless,0.268252,sparse_leafless,0.312184,open_leafless,0.257507
438,open_leafless,open_leafless,,sparse_leafless,0.071113,open_leafless,0.155055,open_leafless,0.204114,open_leafless,0.216346,open_leafless,0.22085,open_leafless,0.25716
439,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
440,open_leafless,open_leafless,,sparse,0.03202,sparse,0.74316,sparse,0.214335,sparse,0.331443,open_leafless,0.205924,sparse,0.214281
441,open_leafless,sparse_leafless,,sparse_leafless,1e-06,sparse_leafless,0.0,sparse_leafless,0.0,sparse_leafless,9e-06,sparse_leafless,3e-06,sparse_leafless,1e-06
442,open_leafless,open_leafless,,open_leafless,1e-06,open_leafless,0.001514,open_leafless,1.8e-05,open_leafless,5.3e-05,open_leafless,0.000259,open_leafless,0.000266
443,open_leafless,open_leafless,,sparse_leafless,0.173078,open_leafless,0.052416,open_leafless,0.193712,open_leafless,0.302133,open_leafless,0.110762,open_leafless,0.325857
444,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,1e-06,open_leafless,4.9e-05,open_leafless,2e-06,open_leafless,6.9e-05,open_leafless,2.4e-05
445,open_leafless,open_leafless,,open_leafless,0.000352,open_leafless,0.000981,open_leafless,9e-06,open_leafless,0.000147,open_leafless,0.000159,open_leafless,0.008372
446,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,5e-06,open_leafless,2.1e-05,open_leafless,6e-06,open_leafless,6e-06,open_leafless,2.9e-05
447,open_leafless,open_leafless,,open_leafless,2.6e-05,open_leafless,8.8e-05,open_leafless,0.00649,open_leafless,0.000143,open_leafless,0.001037,open_leafless,0.000252
448,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
449,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
450,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
451,open_leafless,open_leafless,,open_leafless,3e-06,open_leafless,0.000117,open_leafless,3e-05,open_leafless,3.4e-05,open_leafless,1.3e-05,open_leafless,0.000117
452,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
453,open_leafless,open_leafless,,open_leafless,3e-06,open_leafless,1e-06,open_leafless,0.000291,open_leafless,4.1e-05,open_leafless,0.000228,open_leafless,3.6e-05
454,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,4.6e-05,open_leafless,3.2e-05,open_leafless,1e-05,open_leafless,7e-06,open_leafless,3e-06
455,open_leafless,open_leafless,,open_leafless,0.000137,open_leafless,5e-06,open_leafless,0.001256,open_leafless,0.000473,open_leafless,0.000151,open_leafless,3.3e-05
456,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
457,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
458,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
459,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
460,open_leafless,open_leafless,,open_leafless,0.394308,open_leafless,0.094022,open_leafless,0.001432,open_leafless,0.011625,open_leafless,0.029146,open_leafless,0.044793
461,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
462,open_leafless,open_leafless,,sparse_leafless,1.0,sparse_leafless,0.516017,open_leafless,0.270256,open_leafless,0.125282,open_leafless,0.307886,open_leafless,0.27801
463,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
464,open_leafless,sparse_leafless,,sparse_leafless,0.000641,sparse_leafless,0.107281,sparse_leafless,0.01751,sparse_leafless,0.001092,sparse_leafless,0.01641,sparse_leafless,0.067748
465,open_leafless,sparse_leafless,,sparse_leafless,0.078625,sparse_leafless,0.03015,sparse_leafless,0.009001,sparse_leafless,0.100192,sparse_leafless,0.012819,sparse_leafless,0.03225
466,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,1e-06,open_leafless,1e-06,open_leafless,1e-06,open_leafless,7.4e-05
467,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,3e-06,open_leafless,2.3e-05,open_leafless,0.000255,open_leafless,1.8e-05
468,open_leafless,open_leafless,,open_leafless,0.006126,open_leafless,0.004521,open_leafless,0.003781,open_leafless,0.229518,open_leafless,0.037104,open_leafless,0.05268
469,open_leafless,open_leafless,,open_leafless,1e-06,open_leafless,7.8e-05,open_leafless,0.002656,open_leafless,0.003061,open_leafless,0.007968,open_leafless,0.004553
470,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,8e-06,open_leafless,0.0,open_leafless,1e-06
471,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,2e-06,open_leafless,1e-06,open_leafless,0.0,open_leafless,2e-06,open_leafless,3e-06
