sample_idx,true_label,pred_T1,variance_T1,pred_T2,variance_T2,pred_T3,variance_T3,pred_T5,variance_T5,pred_T8,variance_T8,pred_T13,variance_T13,pred_T21,variance_T21
224,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
225,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
226,open,sparse,,sparse,4.3e-05,sparse,7e-06,sparse,7e-06,sparse,4.2e-05,sparse,0.000204,sparse,5e-05
227,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
228,open,sparse,,sparse,4e-06,sparse,1.9e-05,sparse,9e-06,sparse,5.2e-05,sparse,2.1e-05,sparse,5.7e-05
229,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
230,open,open,,sparse,0.056653,sparse,0.750067,sparse,0.033247,sparse,0.121433,sparse,0.248445,sparse,0.149235
231,open,open,,open,0.0,open,0.0,open,1e-06,open,5e-06,open,4e-06,open,1e-06
232,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
233,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
234,open,open,,open,0.0,open,0.0,open,2e-06,open,0.0,open,0.0,open,2.7e-05
235,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
236,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
237,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,2e-06,open,0.0
238,open,open,,open,0.000125,open,5.4e-05,open,0.004381,open,0.001107,open,8.4e-05,open,0.004676
239,open,open,,open,0.003477,open,0.025031,open,0.026412,open,0.0131,open,0.05745,open,0.068913
240,open,sparse,,sparse,0.017561,sparse,0.490564,open,0.387002,sparse,0.196966,sparse,0.334321,sparse,0.190455
241,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
242,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
243,open,sparse,,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0
244,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
245,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
246,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
247,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
248,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
249,open,open,,open,0.0,open,0.0,open,0.0,open,3e-05,open,0.0,open,1e-06
250,open,open,,open,1e-06,open,1e-06,open,0.0,open,3e-06,open,3e-06,open,2e-06
251,open,open,,open,0.0,open,9e-06,open,4.1e-05,open,6e-05,open,0.000654,open,5.8e-05
252,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
253,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
254,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
255,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
256,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
257,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
258,open,open,,open,0.000857,open,8e-05,open,0.001027,open,0.001965,open,0.00219,open,0.003626
259,open,open,,open,0.0,open,0.0,open,2e-06,open,0.0,open,0.0,open,0.0
260,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
261,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
262,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
263,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
264,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
265,open,open,,open,0.0,open,1e-06,open,1e-06,open,3e-06,open,9e-06,open,2e-06
266,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
267,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
268,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
269,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
270,open,open,,open,0.0,open,0.0,open,1e-05,open,5e-06,open,6e-06,open,3e-06
271,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
272,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
273,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
274,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
275,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
276,open,sparse,,sparse,0.048538,sparse,0.005001,sparse,0.036367,sparse,0.023411,sparse,0.077167,sparse,0.029941
277,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
278,open,sparse,,sparse,1e-06,sparse,4.2e-05,sparse,0.000438,sparse,0.008067,sparse,0.000489,sparse,0.003143
279,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
280,open,open,,open,2e-06,open,0.042468,open,0.001478,open,0.018959,open,0.026921,open,0.010683
281,open,open,,open,0.000159,open,0.023921,open,0.009568,open,0.019832,open,0.002764,open,0.012952
282,open,open,,open,1e-06,open,1.9e-05,open,3e-06,open,2.3e-05,open,5.7e-05,open,0.000118
283,open,open,,open,0.0,open,0.0,open,6e-06,open,0.0,open,0.0,open,0.0
284,open,open,,open,0.0,open,1e-06,open,0.0,open,1e-06,open,3e-06,open,1e-06
285,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
286,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
287,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
288,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
289,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
290,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
291,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
292,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
293,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
294,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
295,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
296,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
297,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
298,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
299,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
300,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
301,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
302,open,open,,open,0.0,open,0.0,open,0.0,open,7e-06,open,0.0,open,0.0
303,open,open,,open,0.0,open,0.0,open,4e-06,open,4e-06,open,4e-06,open,4e-06
304,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
305,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
306,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
307,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
308,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
309,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
310,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
311,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
312,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
313,open,open,,open,0.0,open,4e-06,open,0.0,open,3e-06,open,3e-05,open,1e-06
314,open,open,,open,0.0,open,5e-05,open,2.4e-05,open,0.0,open,0.0,open,1e-06
315,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
316,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
317,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
318,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
319,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
320,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
321,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
322,open,open,,open,0.0,open,1e-06,open,1e-06,open,0.000178,open,7e-06,open,7.7e-05
323,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
324,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
325,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
326,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
327,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
328,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
329,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
330,open,open,,sparse,0.011952,open,0.15743,sparse,0.389573,open,0.179041,open,0.359501,open,0.21726
331,open,open,,open,0.043989,open,0.00451,open,0.013406,open,0.050536,open,0.105341,open,0.18096
332,open,open,,open,0.000307,open,9.1e-05,open,0.000927,open,0.000138,open,0.01302,open,0.026841
333,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
334,open,open,,open,0.002251,open,0.001702,open,0.006779,open,0.030822,open,0.015038,open,0.066073
335,open,open,,open,0.072875,open,0.000666,open,0.05787,open,0.059167,open,0.059737,open,0.035233
336,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
337,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
338,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
339,open,open,,open,0.0,open,5e-06,open,0.0,open,0.0,open,8e-06,open,0.0
340,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
341,open,open,,open,5.7e-05,open,0.001013,open,0.001841,open,0.010763,open,0.002407,open,0.002278
342,open,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,2e-06,open_leafless,5e-06,open_leafless,2e-06,open_leafless,2e-06
343,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,4e-06,open,0.00012
344,open,open_leafless,,open_leafless,0.01082,open_leafless,4.8e-05,open_leafless,3.5e-05,open_leafless,2e-06,open_leafless,0.000648,open_leafless,0.000249
345,open,open_leafless,,open_leafless,3e-06,open_leafless,0.0,open_leafless,7e-06,open_leafless,1e-06,open_leafless,0.0,open_leafless,1e-06
346,open,open,,open,0.0,open,1e-06,open,0.0,open,0.0,open,1e-06,open,0.0
347,open,open,,open,0.000106,open,0.0,open,0.0,open,3e-06,open,1e-06,open,0.0
348,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
349,open,open,,open,0.0,open,1e-06,open,1.9e-05,open,0.000159,open,3.1e-05,open,0.000699
350,open,open,,open,0.001629,open,1e-06,open,7e-06,open,0.000118,open,0.000244,open,0.003995
351,open,sparse,,sparse,0.002145,sparse,0.001056,sparse,0.000363,sparse,0.001337,sparse,0.000173,sparse,0.002748
352,open,sparse,,sparse,0.0,sparse,8e-06,sparse,5.5e-05,sparse,0.000571,sparse,1e-05,sparse,2.4e-05
353,open,open_leafless,,open_leafless,0.023567,open_leafless,0.001361,open_leafless,0.256682,open_leafless,0.277154,open_leafless,0.183329,open_leafless,0.066647
354,open,open_leafless,,open_leafless,0.0,open_leafless,5.4e-05,open_leafless,0.002283,open_leafless,0.000154,open_leafless,0.001207,open_leafless,6.5e-05
355,open,open,,open,0.0,open,0.0,open,1.5e-05,open,0.000441,open,1.2e-05,open,9e-06
356,open,open,,open,0.020592,open,0.000279,open,0.074207,open,0.0365,open,0.028014,open,0.097938
357,open,open,,open,1e-06,open,4e-06,open,0.0,open,1e-06,open,4e-06,open,1e-06
358,open,open,,open,0.1212,open,0.003251,open,0.165871,open,0.261346,open,0.240658,open,0.120946
359,open,open,,open,0.017151,open,0.001654,open,0.004045,open,0.072985,open,0.088704,open,0.011382
360,open,sparse,,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0,sparse,0.0
361,open,open,,open,0.034551,open,0.132545,open,0.1596,sparse,0.280384,open,0.224945,open,0.269706
362,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
363,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
364,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
365,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
366,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
367,open,open,,open,6.1e-05,open,0.000137,open,5e-06,open,1.5e-05,open,0.006707,open,0.000624
368,open,open,,sparse,0.449369,open,0.169494,open,0.157347,open,0.347194,open,0.322317,open,0.321177
369,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
370,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
371,open,open,,open,0.0,open,2e-06,open,3.6e-05,open,2e-06,open,0.000576,open,1e-06
372,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,3e-06
373,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
374,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
375,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,5e-06
376,open,open,,open,0.0,open,1e-06,open,0.0,open,0.0,open,0.0,open,1e-06
377,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
378,open,sparse,,sparse,0.000677,sparse,4.3e-05,sparse,0.006169,sparse,0.001801,sparse,0.08066,sparse,0.002877
379,open,open,,open,0.0,open,1e-06,open,0.0,open,0.0,open,0.0,open,2e-06
380,open,sparse,,sparse,1.1e-05,sparse,0.0,sparse,0.0,sparse,3e-06,sparse,0.000174,sparse,2e-06
381,open,open,,open,2e-06,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
382,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
383,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
384,open,open,,open,0.0,open,1e-06,open,0.0,open,1e-06,open,0.0,open,0.0
385,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
386,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
387,open,open,,open,0.527976,open,0.102668,open,0.194877,open,0.095296,open,0.172303,open,0.137727
388,open,open,,open,0.0,open,8e-06,open,0.0,open,0.0,open,1e-06,open,2.5e-05
389,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
390,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
391,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
392,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
393,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
394,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
395,open,open,,open,6.2e-05,open,0.003587,open,0.023665,open,0.030981,open,0.013635,open,0.031203
396,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
397,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
398,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
399,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
400,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
401,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
402,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
403,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
404,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
405,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
406,open,open,,open,0.0,open,0.0,open,8e-06,open,0.0,open,1e-06,open,0.0
407,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
408,open,sparse,,sparse,9.3e-05,sparse,4.2e-05,sparse,0.002086,sparse,0.000454,sparse,0.010163,sparse,0.001598
409,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
410,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
411,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
412,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
413,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
414,open,open,,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0,open,0.0
415,open,open,,open,0.000167,open,0.021256,open,0.23188,open,0.109621,open,0.199868,open,0.068032
416,open,sparse,,sparse,8e-06,sparse,1e-06,sparse,0.000319,sparse,4.6e-05,sparse,3.3e-05,sparse,0.000311
417,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
418,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
419,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
420,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
421,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,1e-06,open_leafless,0.0,open_leafless,0.0
422,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
423,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
424,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.00124,open_leafless,0.000601,open_leafless,0.000669,open_leafless,2.8e-05
425,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
426,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
427,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
428,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
429,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
430,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
431,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
432,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
433,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
434,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,2e-06,open_leafless,0.0,open_leafless,1e-06
435,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
436,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
437,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
438,open_leafless,open_leafless,,open_leafless,1e-06,open_leafless,0.0,open_leafless,1e-06,open_leafless,5e-06,open_leafless,5e-06,open_leafless,0.000113
439,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
440,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
441,open_leafless,sparse_leafless,,sparse_leafless,1e-06,sparse_leafless,0.0,sparse_leafless,0.0,sparse_leafless,4e-06,sparse_leafless,5e-06,sparse_leafless,4e-06
442,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
443,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
444,open_leafless,open_leafless,,open_leafless,3e-06,open_leafless,1e-06,open_leafless,3.8e-05,open_leafless,1.3e-05,open_leafless,9e-06,open_leafless,4.4e-05
445,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,1e-06,open_leafless,1e-06,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
446,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,1e-06,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
447,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
448,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
449,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
450,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
451,open_leafless,open_leafless,,open_leafless,0.028675,open_leafless,0.081082,open_leafless,0.03487,open_leafless,0.184374,open_leafless,0.142484,open_leafless,0.233106
452,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
453,open_leafless,open_leafless,,sparse_leafless,5.4e-05,sparse_leafless,0.201412,open_leafless,0.288624,open_leafless,0.403579,open_leafless,0.156096,open_leafless,0.20199
454,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,1e-06,open_leafless,0.0,open_leafless,0.0
455,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,8e-06,open_leafless,0.0
456,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
457,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
458,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
459,open_leafless,open_leafless,,open_leafless,0.000132,open_leafless,0.008299,open_leafless,0.001908,open_leafless,0.00161,open_leafless,0.001652,open_leafless,0.002039
460,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
461,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,1e-06
462,open_leafless,open_leafless,,open_leafless,0.031271,open_leafless,0.136718,open_leafless,0.021214,open_leafless,0.114817,open_leafless,0.08742,open_leafless,0.033851
463,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
464,open_leafless,sparse_leafless,,sparse_leafless,0.003955,sparse_leafless,0.061401,sparse_leafless,0.09021,sparse_leafless,0.089147,sparse_leafless,0.292096,sparse_leafless,0.138049
465,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
466,open_leafless,open_leafless,,open_leafless,5.4e-05,open_leafless,0.000214,open_leafless,8.9e-05,open_leafless,9.7e-05,open_leafless,0.000137,open_leafless,0.000949
467,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,6e-06,open_leafless,0.0,open_leafless,0.0,open_leafless,2.2e-05,open_leafless,1e-06
468,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
469,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
470,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
471,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
472,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
473,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,6e-06,open_leafless,6e-06,open_leafless,1.3e-05,open_leafless,0.0,open_leafless,2e-06
474,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
475,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
476,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
477,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
478,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
479,open_leafless,open_leafless,,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0,open_leafless,0.0
