flight,frame,class_id,species,txt_x1,txt_y1,txt_x2,txt_y2,txt_h,txt_w
142,2192,52,Sus scrofa (Wild boar),620,507,643,530,23,22
142,2192,51,Sus scrofa (Wild boar),647,739,686,774,34,39
142,2192,53,Sus scrofa (Wild boar),677,408,701,437,29,24
142,2202,56,Sus scrofa (Wild boar),563,517,608,577,60,45
142,2202,60,Sus scrofa x Sus domesticus (Hybrid Pig),810,144,868,187,42,57
142,2202,53,Sus scrofa (Wild boar),560,619,585,649,29,24
142,2202,54,Sus scrofa (Wild boar),820,503,876,542,39,55
142,2202,63,Sus scrofa x Sus domesticus (Hybrid Pig),727,525,774,564,39,47
142,2202,50,Sus scrofa (Wild boar),878,147,924,192,45,46
142,2202,51,Sus scrofa (Wild boar),645,704,685,737,33,40
142,2202,52,Sus scrofa (Wild boar),613,474,639,501,27,26
142,2212,56,Sus scrofa (Wild boar),562,481,603,539,57,41
142,2212,63,Sus scrofa x Sus domesticus (Hybrid Pig),724,487,772,528,40,48
142,2212,53,Sus scrofa (Wild boar),554,583,582,612,29,27
142,2212,60,Sus scrofa x Sus domesticus (Hybrid Pig),820,112,876,150,38,55
142,2212,54,Sus scrofa (Wild boar),811,469,877,514,44,65
142,2212,52,Sus scrofa (Wild boar),606,440,633,466,26,26
142,2212,51,Sus scrofa (Wild boar),645,669,696,714,45,51
142,2212,52,Sus scrofa (Wild boar),805,309,827,334,25,21
142,2222,54,Sus scrofa (Wild boar),795,161,849,222,61,54
142,2222,56,Sus scrofa (Wild boar),562,442,603,499,57,40
142,2222,53,Sus scrofa (Wild boar),556,544,582,575,31,25
142,2222,63,Sus scrofa x Sus domesticus (Hybrid Pig),723,448,770,490,42,47
142,2222,54,Sus scrofa (Wild boar),812,429,865,465,35,52
142,2222,52,Sus scrofa (Wild boar),603,407,629,429,22,26
142,2222,52,Sus scrofa (Wild boar),807,273,829,301,28,21
142,2232,56,Sus scrofa (Wild boar),566,400,607,456,56,40
142,2232,54,Sus scrofa (Wild boar),814,374,871,420,46,57
142,2232,54,Sus scrofa (Wild boar),794,121,851,182,61,57
142,2232,63,Sus scrofa x Sus domesticus (Hybrid Pig),725,404,771,446,41,46
142,2232,52,Sus scrofa (Wild boar),808,234,829,264,30,21
142,2232,52,Sus scrofa (Wild boar),602,367,624,391,23,21
142,2242,56,Sus scrofa (Wild boar),569,377,614,427,50,44
142,2242,54,Sus scrofa (Wild boar),819,351,875,390,39,55
142,2242,63,Sus scrofa x Sus domesticus (Hybrid Pig),727,374,772,415,41,44
142,2242,52,Sus scrofa (Wild boar),811,206,832,234,27,21
142,2242,52,Sus scrofa (Wild boar),604,338,625,364,26,20
142,2252,63,Sus scrofa x Sus domesticus (Hybrid Pig),733,341,779,383,41,45
142,2252,56,Sus scrofa (Wild boar),571,349,622,396,47,50
142,2252,54,Sus scrofa (Wild boar),820,318,878,358,40,58
142,2252,52,Sus scrofa (Wild boar),606,310,628,338,27,21
142,2252,52,Sus scrofa (Wild boar),813,176,835,206,30,21
142,2262,56,Sus scrofa (Wild boar),574,320,629,365,44,54
142,2262,63,Sus scrofa x Sus domesticus (Hybrid Pig),739,309,785,353,43,46
142,2262,54,Sus scrofa (Wild boar),827,291,882,327,36,54
142,2262,52,Sus scrofa (Wild boar),614,283,634,311,27,19
142,2262,52,Sus scrofa (Wild boar),820,146,842,173,27,21
142,2272,56,Sus scrofa (Wild boar),583,287,635,332,44,52
142,2272,54,Sus scrofa (Wild boar),833,250,891,296,45,58
142,2272,63,Sus scrofa x Sus domesticus (Hybrid Pig),749,275,793,316,41,43
142,2272,52,Sus scrofa (Wild boar),622,254,644,282,27,21
142,2282,63,Sus scrofa x Sus domesticus (Hybrid Pig),761,240,804,287,46,42
142,2282,56,Sus scrofa (Wild boar),596,256,646,299,43,49
142,2282,54,Sus scrofa (Wild boar),849,224,890,261,36,41
142,2282,52,Sus scrofa (Wild boar),635,227,659,255,28,24
142,2292,54,Sus scrofa (Wild boar),879,169,939,216,47,59
142,2292,56,Sus scrofa (Wild boar),613,221,668,266,44,55
142,2292,52,Sus scrofa (Wild boar),655,197,676,224,26,21
142,2292,63,Sus scrofa x Sus domesticus (Hybrid Pig),788,201,822,253,52,34
142,2302,54,Sus scrofa (Wild boar),902,131,962,186,54,60
142,2302,56,Sus scrofa (Wild boar),638,191,692,236,44,54
142,2302,63,Sus scrofa x Sus domesticus (Hybrid Pig),805,175,848,221,46,43
142,2302,50,Sus scrofa (Wild boar),757,247,798,291,43,41
142,2302,52,Sus scrofa (Wild boar),674,170,699,199,29,24
142,2312,56,Sus scrofa (Wild boar),659,168,720,212,43,60
142,2312,63,Sus scrofa x Sus domesticus (Hybrid Pig),827,153,875,196,42,48
142,2312,54,Sus scrofa (Wild boar),933,113,980,160,47,46
142,2330,63,Sus scrofa x Sus domesticus (Hybrid Pig),876,116,934,154,38,57
142,2330,56,Sus scrofa (Wild boar),713,132,773,174,41,60
142,2330,50,Sus scrofa (Wild boar),904,152,953,187,34,48
142,2331,63,Sus scrofa x Sus domesticus (Hybrid Pig),877,114,936,152,38,58
142,2331,56,Sus scrofa (Wild boar),709,128,781,174,46,72
142,2345,56,Sus scrofa (Wild boar),750,106,827,153,46,76
142,2345,63,Sus scrofa x Sus domesticus (Hybrid Pig),923,91,976,126,35,53
142,2346,56,Sus scrofa (Wild boar),754,100,831,149,48,76
142,2346,63,Sus scrofa x Sus domesticus (Hybrid Pig),928,88,979,124,36,50
142,2350,56,Sus scrofa (Wild boar),772,106,830,144,37,57
142,2351,56,Sus scrofa (Wild boar),771,99,836,145,45,64
142,2360,56,Sus scrofa (Wild boar),803,96,862,132,35,58
142,2360,53,Sus scrofa (Wild boar),796,166,828,199,33,32
142,2361,56,Sus scrofa (Wild boar),808,96,865,132,35,56
142,2361,51,Sus scrofa (Wild boar),998,152,1023,187,35,25
142,2366,56,Sus scrofa (Wild boar),826,91,880,126,35,53
142,3060,52,Sus scrofa (Wild boar),1007,441,1023,475,33,16
142,3066,52,Sus scrofa (Wild boar),915,504,962,555,50,47
142,3066,52,Sus scrofa (Wild boar),1001,188,1024,228,39,22
142,3076,56,Sus scrofa (Wild boar),902,500,946,555,54,43
142,3076,52,Sus scrofa (Wild boar),1010,498,1024,530,32,13
142,3118,56,Sus scrofa (Wild boar),886,494,937,562,68,51
142,3118,52,Sus scrofa (Wild boar),981,440,1013,464,23,32
142,3118,52,Sus scrofa (Wild boar),1004,496,1023,525,29,19
142,3118,52,Sus scrofa (Wild boar),961,455,987,480,25,26
142,3128,56,Sus scrofa (Wild boar),885,491,934,555,64,49
142,3128,52,Sus scrofa (Wild boar),1003,494,1023,525,30,20
142,3130,56,Sus scrofa (Wild boar),882,494,931,566,72,49
142,3130,52,Sus scrofa (Wild boar),980,440,1014,465,25,34
142,3130,52,Sus scrofa (Wild boar),996,495,1023,522,26,27
142,3140,56,Sus scrofa (Wild boar),878,491,922,553,61,44
142,3140,52,Sus scrofa (Wild boar),972,442,999,465,23,26
142,3140,52,Sus scrofa (Wild boar),954,454,985,478,23,30
142,3148,56,Sus scrofa (Wild boar),870,494,914,555,61,43
142,3148,52,Sus scrofa (Wild boar),969,441,996,467,25,27
142,3148,52,Sus scrofa (Wild boar),945,453,977,481,28,31
142,3150,56,Sus scrofa (Wild boar),867,493,912,557,64,44
142,3150,52,Sus scrofa (Wild boar),966,443,990,467,23,23
142,3150,52,Sus scrofa (Wild boar),971,496,1004,521,24,33
142,3158,52,Sus scrofa (Wild boar),877,547,908,573,25,30
142,3158,52,Sus scrofa (Wild boar),959,444,983,470,26,24
142,3158,52,Sus scrofa (Wild boar),860,492,905,560,67,45
142,3160,56,Sus scrofa (Wild boar),859,495,901,555,59,41
142,3160,52,Sus scrofa (Wild boar),960,443,986,470,26,25
142,3160,52,Sus scrofa (Wild boar),941,446,979,480,33,38
142,3164,52,Sus scrofa (Wild boar),954,446,976,470,23,22
142,3164,52,Sus scrofa (Wild boar),854,494,898,559,64,43
142,3164,52,Sus scrofa (Wild boar),933,455,964,480,25,31
142,3174,56,Sus scrofa (Wild boar),847,498,890,560,62,42
142,3174,52,Sus scrofa (Wild boar),948,446,971,476,30,23
142,3174,52,Sus scrofa (Wild boar),929,453,961,482,28,31
142,3174,52,Sus scrofa (Wild boar),1005,330,1024,369,38,18
142,3174,52,Sus scrofa (Wild boar),1001,489,1024,520,31,22
142,3185,56,Sus scrofa (Wild boar),834,492,880,572,80,45
142,3185,52,Sus scrofa (Wild boar),848,542,881,571,28,33
142,3185,52,Sus scrofa (Wild boar),940,452,963,480,28,23
142,3185,52,Sus scrofa (Wild boar),994,326,1023,369,42,29
142,3185,52,Sus scrofa (Wild boar),988,265,1023,318,53,35
142,3188,56,Sus scrofa (Wild boar),831,498,876,559,60,45
142,3188,63,Sus scrofa x Sus domesticus (Hybrid Pig),986,266,1023,317,51,37
142,3188,63,Sus scrofa x Sus domesticus (Hybrid Pig),988,327,1024,367,40,35
142,3188,52,Sus scrofa (Wild boar),935,455,962,485,30,27
142,3190,56,Sus scrofa (Wild boar),830,499,874,558,59,44
142,3190,63,Sus scrofa x Sus domesticus (Hybrid Pig),986,327,1023,368,41,37
142,3190,52,Sus scrofa (Wild boar),933,454,962,484,30,28
142,3200,56,Sus scrofa (Wild boar),817,500,862,561,61,44
142,3200,63,Sus scrofa x Sus domesticus (Hybrid Pig),973,326,1023,367,40,49
142,3200,52,Sus scrofa (Wild boar),901,461,925,486,25,23
142,3200,52,Sus scrofa (Wild boar),923,456,948,482,26,25
142,3206,56,Sus scrofa (Wild boar),811,501,858,566,64,47
142,3206,63,Sus scrofa x Sus domesticus (Hybrid Pig),966,324,1017,367,42,51
142,3206,52,Sus scrofa (Wild boar),891,461,918,490,28,26
142,3206,52,Sus scrofa (Wild boar),930,490,959,521,31,29
142,3206,52,Sus scrofa (Wild boar),918,460,939,486,25,21
142,3210,63,Sus scrofa x Sus domesticus (Hybrid Pig),962,325,1012,368,43,49
142,3210,56,Sus scrofa (Wild boar),806,501,852,563,61,46
142,3210,52,Sus scrofa (Wild boar),889,460,917,490,30,28
142,3210,52,Sus scrofa (Wild boar),928,493,959,522,28,31
142,3210,52,Sus scrofa (Wild boar),914,460,936,487,27,21
142,3220,56,Sus scrofa (Wild boar),796,501,841,565,63,44
142,3220,63,Sus scrofa x Sus domesticus (Hybrid Pig),957,326,1002,367,40,45
142,3220,52,Sus scrofa (Wild boar),902,463,930,489,25,27
142,3236,52,Sus scrofa (Wild boar),779,501,822,560,58,42
142,3236,52,Sus scrofa (Wild boar),935,325,985,368,42,50
142,3236,52,Sus scrofa (Wild boar),976,392,1011,428,35,35
142,3240,50,Sus scrofa (Wild boar),985,142,1023,209,66,38
142,3240,63,Sus scrofa x Sus domesticus (Hybrid Pig),931,326,983,367,41,51
142,3240,50,Sus scrofa (Wild boar),971,388,1013,429,40,42
142,3240,56,Sus scrofa (Wild boar),775,501,818,559,57,42
142,3296,52,Sus scrofa (Wild boar),827,341,876,387,46,49
142,3296,50,Sus scrofa (Wild boar),697,510,737,567,57,40
142,3296,52,Sus scrofa (Wild boar),882,421,913,468,47,31
142,3300,56,Sus scrofa (Wild boar),692,513,732,569,56,40
142,3300,63,Sus scrofa x Sus domesticus (Hybrid Pig),821,344,869,389,44,47
142,3300,50,Sus scrofa (Wild boar),876,424,909,473,48,32
142,3300,52,Sus scrofa (Wild boar),737,539,764,563,23,26
142,3310,63,Sus scrofa x Sus domesticus (Hybrid Pig),809,350,855,394,44,46
142,3310,50,Sus scrofa (Wild boar),864,435,897,482,47,33
142,3310,56,Sus scrofa (Wild boar),684,520,721,576,55,37
142,3310,52,Sus scrofa (Wild boar),724,538,754,572,33,29
142,3310,52,Sus scrofa (Wild boar),819,497,852,528,30,32
142,3350,50,Sus scrofa (Wild boar),824,468,861,523,54,37
142,3350,50,Sus scrofa (Wild boar),847,139,924,180,40,77
142,3350,50,Sus scrofa (Wild boar),986,330,1024,366,36,37
142,3350,63,Sus scrofa x Sus domesticus (Hybrid Pig),765,379,805,427,48,39
142,3350,56,Sus scrofa (Wild boar),650,547,683,594,46,32
142,3350,52,Sus scrofa (Wild boar),683,555,715,592,37,32
142,3350,50,Sus scrofa (Wild boar),790,126,818,152,26,27
142,3360,50,Sus scrofa (Wild boar),810,476,848,531,54,38
142,3360,50,Sus scrofa (Wild boar),825,187,885,240,52,59
142,3360,50,Sus scrofa (Wild boar),964,337,1016,373,36,52
142,3360,63,Sus scrofa x Sus domesticus (Hybrid Pig),752,383,790,433,49,38
142,3360,50,Sus scrofa (Wild boar),844,147,910,190,43,65
142,3360,56,Sus scrofa (Wild boar),636,551,671,599,48,34
142,3370,50,Sus scrofa (Wild boar),798,487,832,533,46,33
142,3370,63,Sus scrofa x Sus domesticus (Hybrid Pig),738,388,777,439,50,38
142,3370,50,Sus scrofa (Wild boar),950,348,1000,387,39,50
142,3370,56,Sus scrofa (Wild boar),622,556,657,603,47,34
142,3370,50,Sus scrofa (Wild boar),833,160,893,201,41,59
142,3370,52,Sus scrofa (Wild boar),666,565,690,595,29,23
142,3371,50,Sus scrofa (Wild boar),814,184,863,226,42,48
142,3371,50,Sus scrofa (Wild boar),797,487,830,534,46,33
142,3371,50,Sus scrofa (Wild boar),942,350,988,383,32,45
142,3371,56,Sus scrofa (Wild boar),622,558,654,602,43,31
142,3371,52,Sus scrofa (Wild boar),764,536,790,564,27,26
142,3371,52,Sus scrofa (Wild boar),666,565,689,596,30,23
142,3371,50,Sus scrofa (Wild boar),831,164,891,203,39,60
142,3371,50,Sus scrofa (Wild boar),737,389,776,439,50,39
142,3390,50,Sus scrofa (Wild boar),775,206,835,260,54,59
142,3390,60,Sus scrofa x Sus domesticus (Hybrid Pig),992,306,1023,347,41,31
142,3390,50,Sus scrofa (Wild boar),771,503,804,547,44,32
142,3390,63,Sus scrofa x Sus domesticus (Hybrid Pig),711,401,751,454,52,39
142,3390,50,Sus scrofa (Wild boar),921,359,972,399,39,51
142,3390,50,Sus scrofa (Wild boar),807,163,867,210,47,60
142,3390,56,Sus scrofa (Wild boar),595,567,633,613,46,38
142,3390,50,Sus scrofa (Wild boar),962,244,1022,275,31,60
142,3400,52,Sus scrofa (Wild boar),723,544,750,568,23,26
142,3400,63,Sus scrofa x Sus domesticus (Hybrid Pig),700,410,738,461,51,38
142,3400,63,Sus scrofa x Sus domesticus (Hybrid Pig),581,573,623,623,49,42
142,3400,52,Sus scrofa (Wild boar),797,166,853,216,49,56
142,3400,52,Sus scrofa (Wild boar),908,369,956,404,35,47
142,3400,52,Sus scrofa (Wild boar),760,218,817,271,53,56
142,3400,52,Sus scrofa (Wild boar),954,252,996,286,34,41
142,3400,60,Sus scrofa x Sus domesticus (Hybrid Pig),727,561,753,582,20,25
142,3420,52,Sus scrofa (Wild boar),700,561,726,586,25,25
142,3420,63,Sus scrofa x Sus domesticus (Hybrid Pig),674,426,714,478,52,39
142,3420,50,Sus scrofa (Wild boar),881,384,930,420,35,49
142,3420,50,Sus scrofa (Wild boar),724,251,774,297,46,49
142,3420,56,Sus scrofa (Wild boar),556,593,598,642,49,42
142,3420,50,Sus scrofa (Wild boar),775,190,826,232,41,50
142,3420,50,Sus scrofa (Wild boar),904,236,962,269,32,58
142,3420,52,Sus scrofa (Wild boar),607,593,634,621,28,26
142,3420,50,Sus scrofa (Wild boar),708,573,733,602,28,24
142,3421,52,Sus scrofa (Wild boar),699,561,726,587,26,26
142,3421,50,Sus scrofa (Wild boar),734,527,763,572,44,28
142,3421,63,Sus scrofa x Sus domesticus (Hybrid Pig),673,425,713,479,53,39
142,3421,56,Sus scrofa (Wild boar),555,597,597,643,46,41
142,3421,52,Sus scrofa (Wild boar),606,595,633,623,28,26
142,3421,50,Sus scrofa (Wild boar),705,576,730,603,26,24
142,3427,52,Sus scrofa (Wild boar),693,566,719,592,25,25
142,3427,50,Sus scrofa (Wild boar),714,247,773,308,60,58
142,3427,50,Sus scrofa (Wild boar),729,534,762,584,50,32
142,3427,50,Sus scrofa (Wild boar),875,394,927,429,34,51
142,3427,60,Sus scrofa x Sus domesticus (Hybrid Pig),951,348,979,388,40,28
142,3427,56,Sus scrofa (Wild boar),552,601,593,649,48,41
142,3427,50,Sus scrofa (Wild boar),668,435,708,486,51,39
142,3453,63,Sus scrofa x Sus domesticus (Hybrid Pig),648,471,688,525,54,39
142,3453,50,Sus scrofa (Wild boar),852,430,901,466,35,48
142,3453,60,Sus scrofa x Sus domesticus (Hybrid Pig),920,399,948,439,39,27
142,3453,52,Sus scrofa (Wild boar),584,631,609,658,26,25
142,3453,50,Sus scrofa (Wild boar),871,321,910,348,27,38
142,3453,56,Sus scrofa (Wild boar),530,646,566,683,37,35
142,3453,52,Sus scrofa (Wild boar),650,614,672,641,26,21
142,3459,50,Sus scrofa (Wild boar),694,577,736,634,57,41
142,3459,63,Sus scrofa x Sus domesticus (Hybrid Pig),640,480,682,534,54,42
142,3459,50,Sus scrofa (Wild boar),843,439,894,477,37,51
142,3459,50,Sus scrofa (Wild boar),864,328,903,360,31,39
142,3459,60,Sus scrofa x Sus domesticus (Hybrid Pig),914,409,941,446,37,27
142,3459,50,Sus scrofa (Wild boar),678,311,718,357,46,40
142,3459,56,Sus scrofa (Wild boar),522,651,562,695,43,39
142,3459,52,Sus scrofa (Wild boar),578,644,604,667,23,25
142,3459,52,Sus scrofa (Wild boar),646,625,668,649,24,22
142,3460,63,Sus scrofa x Sus domesticus (Hybrid Pig),639,481,681,536,55,42
142,3460,50,Sus scrofa (Wild boar),845,441,890,474,33,44
142,3460,60,Sus scrofa x Sus domesticus (Hybrid Pig),910,412,937,453,40,26
142,3460,50,Sus scrofa (Wild boar),674,313,712,357,44,38
142,3460,56,Sus scrofa (Wild boar),519,651,561,697,45,41
142,3460,52,Sus scrofa (Wild boar),575,644,602,667,23,26
142,3479,50,Sus scrofa (Wild boar),836,358,875,389,31,39
142,3479,63,Sus scrofa x Sus domesticus (Hybrid Pig),611,512,654,560,48,42
142,3479,50,Sus scrofa (Wild boar),649,343,700,390,47,51
142,3479,50,Sus scrofa (Wild boar),967,294,1016,330,35,49
142,3479,56,Sus scrofa (Wild boar),495,673,536,720,46,41
142,3479,60,Sus scrofa x Sus domesticus (Hybrid Pig),886,447,912,482,34,25
142,3503,58,Sus scrofa (Wild boar),890,95,935,168,73,44
142,3503,63,Sus scrofa x Sus domesticus (Hybrid Pig),577,546,622,594,48,44
142,3503,60,Sus scrofa x Sus domesticus (Hybrid Pig),852,473,879,511,37,26
142,3503,50,Sus scrofa (Wild boar),937,330,984,363,32,46
142,3503,63,Sus scrofa x Sus domesticus (Hybrid Pig),620,465,672,511,45,51
142,3503,56,Sus scrofa (Wild boar),459,708,506,757,48,47
142,3503,50,Sus scrofa (Wild boar),800,395,839,428,33,39
142,3503,50,Sus scrofa (Wild boar),619,383,661,420,36,42
142,3503,52,Sus scrofa (Wild boar),532,704,563,726,22,31
142,3503,50,Sus scrofa (Wild boar),545,259,577,287,28,31
142,3553,63,Sus scrofa x Sus domesticus (Hybrid Pig),558,530,608,582,52,49
142,3553,58,Sus scrofa (Wild boar),834,169,877,237,67,42
142,3553,56,Sus scrofa (Wild boar),412,761,464,801,40,52
142,3553,50,Sus scrofa (Wild boar),551,738,593,774,36,41
142,3553,63,Sus scrofa x Sus domesticus (Hybrid Pig),519,620,563,669,48,43
142,3553,60,Sus scrofa x Sus domesticus (Hybrid Pig),787,556,822,591,35,35
142,3553,50,Sus scrofa (Wild boar),714,487,760,520,33,45
142,3553,50,Sus scrofa (Wild boar),872,408,921,441,33,48
142,3553,50,Sus scrofa (Wild boar),554,457,606,493,36,52
142,3553,52,Sus scrofa (Wild boar),534,752,555,782,30,21
142,3553,52,Sus scrofa (Wild boar),480,783,509,804,21,29
142,3553,50,Sus scrofa (Wild boar),445,373,471,402,29,25
142,3593,58,Sus scrofa (Wild boar),820,237,862,290,52,41
142,3593,50,Sus scrofa (Wild boar),712,642,758,685,43,46
142,3593,50,Sus scrofa (Wild boar),843,522,883,564,41,39
142,3593,63,Sus scrofa x Sus domesticus (Hybrid Pig),498,687,542,737,49,44
142,3593,50,Sus scrofa (Wild boar),695,552,738,586,33,43
142,3593,56,Sus scrofa (Wild boar),368,847,424,888,41,55
142,3593,50,Sus scrofa (Wild boar),853,476,900,511,34,46
142,3593,52,Sus scrofa (Wild boar),573,829,600,857,27,26
142,3593,52,Sus scrofa (Wild boar),461,852,490,872,19,28
142,3613,58,Sus scrofa (Wild boar),819,280,862,341,61,42
142,3613,50,Sus scrofa (Wild boar),712,685,747,735,50,34
142,3613,50,Sus scrofa (Wild boar),837,560,880,614,53,43
142,3613,63,Sus scrofa x Sus domesticus (Hybrid Pig),498,734,546,781,47,48
142,3613,50,Sus scrofa (Wild boar),698,594,740,626,31,41
142,3613,50,Sus scrofa (Wild boar),856,520,902,553,32,45
142,3613,56,Sus scrofa (Wild boar),371,886,430,933,47,58
142,3613,52,Sus scrofa (Wild boar),465,893,491,913,19,26
142,3633,50,Sus scrofa (Wild boar),710,733,745,788,55,34
142,3633,63,Sus scrofa x Sus domesticus (Hybrid Pig),499,774,547,823,48,47
142,3633,50,Sus scrofa (Wild boar),541,602,591,641,39,50
142,3633,50,Sus scrofa (Wild boar),858,558,905,591,33,46
142,3633,50,Sus scrofa (Wild boar),403,689,424,712,23,20
142,3633,50,Sus scrofa (Wild boar),805,568,838,620,51,32
142,3634,50,Sus scrofa (Wild boar),710,736,744,790,54,34
142,3634,50,Sus scrofa (Wild boar),839,602,883,654,52,43
142,3634,63,Sus scrofa x Sus domesticus (Hybrid Pig),500,775,547,825,49,47
142,3634,50,Sus scrofa (Wild boar),544,601,580,640,38,35
142,3634,50,Sus scrofa (Wild boar),857,560,904,593,33,46
142,3634,50,Sus scrofa (Wild boar),402,692,423,717,25,21
142,3634,50,Sus scrofa (Wild boar),479,586,504,621,34,25
142,3640,50,Sus scrofa (Wild boar),713,750,744,802,51,30
142,3640,50,Sus scrofa (Wild boar),839,613,879,666,52,40
142,3640,63,Sus scrofa x Sus domesticus (Hybrid Pig),501,787,547,836,49,46
142,3640,50,Sus scrofa (Wild boar),857,571,905,605,33,48
142,3641,50,Sus scrofa (Wild boar),712,753,745,804,50,33
142,3641,63,Sus scrofa x Sus domesticus (Hybrid Pig),501,788,547,837,49,45
142,3641,50,Sus scrofa (Wild boar),836,614,881,672,58,44
142,3641,50,Sus scrofa (Wild boar),856,573,904,606,33,47
142,3641,60,Sus scrofa x Sus domesticus (Hybrid Pig),759,753,791,780,27,32
142,3641,50,Sus scrofa (Wild boar),402,719,423,745,26,20
142,3645,63,Sus scrofa x Sus domesticus (Hybrid Pig),501,796,547,845,48,46
142,3645,50,Sus scrofa (Wild boar),712,764,745,815,51,33
142,3645,50,Sus scrofa (Wild boar),838,624,881,678,53,42
142,3645,50,Sus scrofa (Wild boar),540,622,592,664,42,52
142,3645,50,Sus scrofa (Wild boar),702,657,741,692,34,39
142,3645,50,Sus scrofa (Wild boar),856,581,904,613,32,47
142,3645,50,Sus scrofa (Wild boar),403,732,426,762,30,23
142,3646,50,Sus scrofa (Wild boar),602,522,651,572,50,49
142,3646,63,Sus scrofa x Sus domesticus (Hybrid Pig),501,797,547,848,50,46
142,3646,50,Sus scrofa (Wild boar),712,766,746,817,50,33
142,3646,50,Sus scrofa (Wild boar),838,626,881,678,52,42
142,3646,50,Sus scrofa (Wild boar),539,624,595,668,43,55
142,3646,50,Sus scrofa (Wild boar),702,658,741,694,36,39
142,3646,50,Sus scrofa (Wild boar),857,583,904,615,32,46
142,3646,50,Sus scrofa (Wild boar),403,736,426,766,30,23
142,3650,63,Sus scrofa x Sus domesticus (Hybrid Pig),500,806,547,856,49,46
142,3650,50,Sus scrofa (Wild boar),542,630,592,671,41,49
142,3650,50,Sus scrofa (Wild boar),839,631,882,687,55,43
142,3650,50,Sus scrofa (Wild boar),704,665,742,702,36,37
142,3650,50,Sus scrofa (Wild boar),858,589,903,622,32,45
142,3650,60,Sus scrofa x Sus domesticus (Hybrid Pig),737,764,770,808,44,32
142,3650,50,Sus scrofa (Wild boar),401,749,424,779,30,23
142,3651,50,Sus scrofa (Wild boar),710,777,743,825,48,33
142,3651,63,Sus scrofa x Sus domesticus (Hybrid Pig),501,808,546,857,48,45
142,3651,50,Sus scrofa (Wild boar),542,631,591,672,41,49
142,3651,50,Sus scrofa (Wild boar),838,634,881,692,57,43
142,3651,50,Sus scrofa (Wild boar),857,591,904,624,33,47
142,3651,50,Sus scrofa (Wild boar),400,754,424,781,27,23
142,3691,50,Sus scrofa (Wild boar),692,756,729,791,35,36
142,3691,50,Sus scrofa (Wild boar),540,699,599,742,43,58
142,3691,63,Sus scrofa x Sus domesticus (Hybrid Pig),494,894,537,931,37,42
142,3691,50,Sus scrofa (Wild boar),712,868,752,908,40,40
142,3691,50,Sus scrofa (Wild boar),857,664,904,697,32,47
142,3703,63,Sus scrofa x Sus domesticus (Hybrid Pig),539,796,588,840,44,48
142,3703,50,Sus scrofa (Wild boar),839,728,880,783,55,41
142,3703,50,Sus scrofa (Wild boar),712,891,755,925,33,43
142,3703,50,Sus scrofa (Wild boar),690,781,729,818,36,39
142,3703,50,Sus scrofa (Wild boar),858,688,905,720,32,46
142,3704,50,Sus scrofa (Wild boar),838,729,881,785,55,42
142,3704,50,Sus scrofa (Wild boar),690,783,729,819,36,38
142,3704,50,Sus scrofa (Wild boar),713,893,756,927,33,43
142,3704,50,Sus scrofa (Wild boar),539,727,595,773,45,55
142,3704,50,Sus scrofa (Wild boar),856,689,904,722,32,47
142,3724,50,Sus scrofa (Wild boar),843,765,883,815,50,39
142,3724,50,Sus scrofa (Wild boar),541,758,595,803,45,53
142,3724,50,Sus scrofa (Wild boar),682,825,724,857,32,41
142,3724,50,Sus scrofa (Wild boar),859,724,906,756,31,47
142,3725,50,Sus scrofa (Wild boar),539,759,595,805,46,56
142,3725,50,Sus scrofa (Wild boar),841,767,884,821,54,42
142,3725,50,Sus scrofa (Wild boar),683,826,725,859,33,42
142,3725,50,Sus scrofa (Wild boar),858,726,907,759,33,48
142,3755,63,Sus scrofa x Sus domesticus (Hybrid Pig),550,882,593,933,50,43
142,3755,50,Sus scrofa (Wild boar),546,811,596,850,39,50
142,3755,50,Sus scrofa (Wild boar),677,876,728,910,33,50
142,3755,50,Sus scrofa (Wild boar),860,774,909,808,34,48
142,3755,50,Sus scrofa (Wild boar),809,782,839,827,44,29
142,3765,50,Sus scrofa (Wild boar),845,831,890,888,56,45
142,3765,50,Sus scrofa (Wild boar),672,893,727,932,39,54
142,3765,50,Sus scrofa (Wild boar),863,791,908,822,31,44
142,3766,50,Sus scrofa (Wild boar),846,832,891,888,56,45
142,3766,50,Sus scrofa (Wild boar),675,894,726,931,36,51
142,3766,50,Sus scrofa (Wild boar),863,792,908,824,31,44
142,3780,50,Sus scrofa (Wild boar),545,848,593,888,39,47
142,3780,50,Sus scrofa (Wild boar),844,854,891,914,59,47
142,3780,50,Sus scrofa (Wild boar),865,815,909,847,31,43
142,3781,50,Sus scrofa (Wild boar),545,852,597,892,39,51
142,3781,50,Sus scrofa (Wild boar),846,856,893,916,59,47
142,3781,50,Sus scrofa (Wild boar),865,817,909,848,31,44
142,3828,50,Sus scrofa (Wild boar),614,831,650,869,37,36
142,3828,50,Sus scrofa (Wild boar),867,891,909,917,26,42
142,3829,50,Sus scrofa (Wild boar),613,832,650,871,39,37
142,3829,50,Sus scrofa (Wild boar),865,893,909,918,25,44
142,4341,50,Sus scrofa (Wild boar),772,880,808,933,52,36
142,4343,50,Sus scrofa (Wild boar),772,873,809,929,55,37
142,4351,50,Sus scrofa (Wild boar),767,851,805,916,65,38
142,4352,50,Sus scrofa (Wild boar),765,845,811,917,72,45
